path,name,extension,language,role,top_level_dir,size_bytes,is_binary,is_text,total_lines,code_lines,comment_lines,blank_lines,doc_lines,tracked,commit_count,additions,deletions,churn,author_count,authors,last_commit_iso,coverage_percent,coverage_statements,coverage_branches,coverage_partial_branches,risk_score,risk_label,hotspot_score,size_bucket,notes,module_name,class_count,function_count,method_count,test_function_count,module_docstring,docstring_lines,import_count,internal_import_count,external_import_count,average_function_length,max_function_length,average_function_cc,max_function_cc,average_max_nesting,max_nesting,approx_cyclomatic_complexity,approx_halstead_volume,approx_halstead_difficulty,approx_halstead_effort,approx_maintainability_index,radon_mi,radon_cc_average,radon_cc_max,syntax_error,internal_imports,external_imports
src/web_dashboard.py,web_dashboard.py,.py,Python,application,src,19295,False,True,611,465,22,124,0,True,8,868,257,1125,2,Andreas; Andreas Keis,2026-03-01T17:25:42+00:00,0.0,0,0,0,57.51,High,9984.56,M (200-499),low-maintainability; high-churn,src.web_dashboard,0,0,0,0,False,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,,"invalid non-printable character U+FEFF (<unknown>, line 1)",,
tools/ontology_runtime_dump.py,ontology_runtime_dump.py,.py,Python,tooling,tools,9604,False,True,263,214,4,45,0,True,1,263,0,263,1,Andreas,2026-02-21T15:18:14+00:00,0.0,0,0,0,33.77,Low,9826.99,M (200-499),low-maintainability; high-complexity-function; high-churn,tools.ontology_runtime_dump,0,10,0,0,True,15,8,0,8,21.2,128,3.8,16,1,3,38,7096.74,22.47,159434.76,17.09,,,,,,__future__; argparse; datetime; hashlib; json; pathlib; typing; yaml
wardrobe_export.json,wardrobe_export.json,.json,JSON,config,.,58739,False,True,903,903,0,0,0,True,1,903,0,903,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,49.3,Moderate,8878.88,L (500-999),large-file; high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,
tools/project_data_snapshot.py,project_data_snapshot.py,.py,Python,tooling,tools,8033,False,True,218,169,7,42,0,True,1,218,0,218,1,Andreas,2026-02-21T15:18:14+00:00,0.0,0,0,0,30.7,Low,8122.55,S (50-199),low-maintainability; high-churn,tools.project_data_snapshot,0,9,0,0,True,18,8,0,8,19.22,110,4,14,1.33,5,36,6524.53,23.5,153341.54,19.85,,,,,,__future__; argparse; datetime; hashlib; os; pathlib; sqlite3; typing
templates/index.html,index.html,.html,HTML,template,templates,16799,False,True,420,369,4,47,0,True,6,553,133,686,2,Andreas; Andreas Keis,2026-03-01T16:29:09+00:00,0.0,0,0,0,29.36,Low,5863.73,M (200-499),high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,
tests/test_ingest_wardrobe_idempotence.py,test_ingest_wardrobe_idempotence.py,.py,Python,test,tests,3638,False,True,119,92,7,20,0,True,1,119,0,119,1,Andreas,2026-02-22T14:18:16+00:00,0.0,0,0,0,26.52,Low,5765.42,S (50-199),low-maintainability; high-complexity-function; high-churn,tests.test_ingest_wardrobe_idempotence,0,3,0,3,False,0,7,2,5,34.33,88,6.33,17,0,0,19,2169.57,11.59,25154.24,31.25,,,,,src; src.db_schema,__future__; pathlib; sqlite3; subprocess; sys
tests/test_run_registry_redaction.py,test_run_registry_redaction.py,.py,Python,test,tests,2119,False,True,58,46,2,10,0,True,1,58,0,58,1,Andreas,2026-02-22T16:58:17+00:00,0.0,0,0,0,30.4,Low,5272.2,XS (<50),low-maintainability; high-complexity-function,tests.test_run_registry_redaction,0,1,0,1,False,0,7,3,4,46,46,15,15,0,0,15,1093.43,5.86,6404.35,40.43,,,,,src; src.db_schema; src.run_registry,__future__; json; pathlib; sqlite3
tests/test_web_dashboard_legacy_api_auth.py,test_web_dashboard_legacy_api_auth.py,.py,Python,test,tests,2927,False,True,94,73,1,20,0,True,3,142,48,190,1,Andreas,2026-02-21T22:16:55+00:00,0.0,0,0,0,21.12,Low,4758.82,S (50-199),low-maintainability; high-churn,tests.test_web_dashboard_legacy_api_auth,0,5,0,5,False,0,6,2,4,15.2,31,3,5,0.2,1,15,1310.19,7.63,9992.68,35.51,,,,,src; src.web_dashboard,__future__; pathlib; pytest; sqlite3
tools/handoff_make_run.py,handoff_make_run.py,.py,Python,tooling,tools,4397,False,True,131,95,7,29,0,True,1,131,0,131,1,Andreas,2026-02-22T12:24:01+00:00,0.0,0,0,0,23.29,Low,4355.94,S (50-199),low-maintainability; high-churn,tools.handoff_make_run,0,4,0,0,False,0,8,2,6,24.75,75,4,11,0.75,2,16,2695.12,15.11,40729.97,30.69,,,,,src; src.run_registry,__future__; argparse; pathlib; subprocess; sys; typing
src/settings.py,settings.py,.py,Python,application,src,5370,False,True,141,97,13,31,0,True,3,190,49,239,2,Andreas; Andreas Keis,2026-02-21T21:47:16+00:00,0.0,0,0,0,21.94,Low,4311.73,S (50-199),low-maintainability; high-churn,src.settings,0,7,0,0,False,10,5,0,5,15.57,81,1.71,4,0.29,1,12,2917.7,10.27,29955.1,30.78,,,,,,__future__; dotenv; os; pathlib; typing
tools/project_sanity_check.py,project_sanity_check.py,.py,Python,tooling,tools,3032,False,True,92,67,7,18,0,True,1,92,0,92,1,Andreas,2026-02-21T15:18:14+00:00,0.0,0,0,0,22.31,Low,3976.65,S (50-199),low-maintainability,tools.project_sanity_check,0,2,0,0,True,12,7,0,7,31,53,6,9,1.5,2,12,1691.68,11.93,20188.68,35.95,,,,,,__future__; argparse; os; sys; typing; urllib.error; urllib.request
tests/test_ontology_color_lexicon.py,test_ontology_color_lexicon.py,.py,Python,test,tests,1393,False,True,46,34,0,12,0,True,1,46,0,46,1,Andreas,2026-02-21T21:16:52+00:00,0.0,0,0,0,27.49,Low,3401.81,XS (<50),low-maintainability,tests.test_ontology_color_lexicon,0,1,0,1,False,0,3,0,3,23,23,13,13,2,2,13,897.78,7.19,6451.85,44.17,,,,,,__future__; pathlib; yaml
tests/test_error_contract.py,test_error_contract.py,.py,Python,test,tests,3373,False,True,105,81,3,21,0,True,1,105,0,105,1,Andreas,2026-02-21T23:29:23+00:00,0.0,0,0,0,21.37,Low,3378.77,S (50-199),low-maintainability; high-churn,tests.test_error_contract,0,5,0,5,False,0,8,2,5,17.2,33,4,6,0,0,20,1666.44,6.76,11264.3,33.12,,,,,src; src.api_main,__future__; fastapi.testclient; pathlib; pytest; sqlite3
tools/runs_report.py,runs_report.py,.py,Python,tooling,tools,3129,False,True,89,72,2,15,0,True,1,89,0,89,1,Andreas,2026-02-22T12:14:48+00:00,0.0,0,0,0,21.86,Low,3353.1,S (50-199),low-maintainability,tools.runs_report,0,2,0,0,False,0,6,2,4,35.5,64,5,7,2,3,10,2380.09,11.44,27231.65,34.5,,,,,src; src.run_registry,__future__; argparse; json; typing
templates/admin_item_edit.html,admin_item_edit.html,.html,HTML,template,templates,7583,False,True,192,167,0,25,0,True,5,318,126,444,1,Andreas,2026-03-01T16:29:09+00:00,0.0,0,0,0,17.07,Low,3293.39,S (50-199),high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,
tests/test_ingest_wardrobe_dry_run.py,test_ingest_wardrobe_dry_run.py,.py,Python,test,tests,1836,False,True,61,49,2,10,0,True,1,61,0,61,1,Andreas,2026-02-22T14:06:07+00:00,0.0,0,0,0,23.21,Low,3165.21,XS (<50),low-maintainability,tests.test_ingest_wardrobe_dry_run,0,1,0,1,False,0,7,2,5,49,49,8,8,0,0,8,1002.84,4.78,4796.19,41.04,,,,,src; src.db_schema,__future__; pathlib; sqlite3; subprocess; sys
tests/test_web_dashboard_v1_inventory_fields.py,test_web_dashboard_v1_inventory_fields.py,.py,Python,test,tests,2096,False,True,67,49,4,14,0,True,1,67,0,67,1,Andreas,2026-02-22T17:56:19+00:00,0.0,0,0,0,22.42,Low,3085.8,XS (<50),low-maintainability,tests.test_web_dashboard_v1_inventory_fields,0,2,0,2,False,0,8,3,5,26,34,7,13,0,0,14,1081.09,4.88,5270.31,40.0,,,,,src; src.db_schema; src.web_dashboard,__future__; pathlib; pytest; sqlite3; sys
src/check_db.py,check_db.py,.py,Python,application,src,1908,False,True,57,40,5,12,0,True,1,57,0,57,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,20.07,Low,2502.04,XS (<50),low-maintainability,src.check_db,0,1,0,0,False,0,2,0,2,47,47,7,7,2,2,7,1233.37,10.38,12802.68,42.47,,,,,,os; sqlite3
templates/item_detail.html,item_detail.html,.html,HTML,template,templates,4979,False,True,148,128,0,20,0,True,5,243,95,338,2,Andreas; Andreas Keis,2026-03-01T16:29:09+00:00,0.0,0,0,0,13.02,Low,2380.58,S (50-199),high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,
src/api_main.py,api_main.py,.py,Python,application,src,7124,False,True,212,158,8,46,0,True,4,266,54,320,2,Andreas; Andreas Keis,2026-02-21T23:29:23+00:00,0.0,0,0,0,33.32,Low,2350.34,S (50-199),low-maintainability; high-churn,src.api_main,0,0,0,0,False,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,,"invalid non-printable character U+FEFF (<unknown>, line 1)",,
src/logging_config.py,logging_config.py,.py,Python,application,src,2614,False,True,79,56,7,16,0,True,1,79,0,79,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,17.33,Low,2343.19,S (50-199),low-maintainability,src.logging_config,1,1,1,0,False,6,6,0,6,31.5,60,4,7,2,4,8,1290.96,9.26,11960.35,39.01,,,,,,__future__; contextvars; logging; logging.handlers; os; pathlib
tests/test_handoff_make_run_dry.py,test_handoff_make_run_dry.py,.py,Python,test,tests,1376,False,True,43,33,2,8,0,True,1,43,0,43,1,Andreas,2026-02-22T12:24:01+00:00,0.0,0,0,0,22.39,Low,2256.88,XS (<50),low-maintainability,tests.test_handoff_make_run_dry,0,1,0,1,False,0,8,2,6,30,30,9,9,0,0,9,726.0,4.19,3041.69,45.63,,,,,src; src.db_schema,__future__; os; pathlib; sqlite3; subprocess; sys
tests/test_run_registry.py,test_run_registry.py,.py,Python,test,tests,2170,False,True,72,55,1,16,0,True,1,72,0,72,1,Andreas,2026-02-22T12:03:51+00:00,0.0,0,0,0,18.97,Low,2235.46,S (50-199),low-maintainability,tests.test_run_registry,0,4,0,4,False,0,7,3,4,13.25,21,4.25,9,0,0,17,1432.63,10.43,14944.92,37.65,,,,,src; src.db_schema; src.run_registry,__future__; pathlib; pytest; sqlite3
tests/test_run_registry_kpis.py,test_run_registry_kpis.py,.py,Python,test,tests,1087,False,True,37,27,1,9,0,True,1,37,0,37,1,Andreas,2026-02-22T12:14:48+00:00,0.0,0,0,0,24.98,Low,2215.24,XS (<50),low-maintainability,tests.test_run_registry_kpis,0,1,0,1,False,0,6,3,3,25,25,11,11,0,0,11,617.62,6.73,4157.62,47.76,,,,,src; src.db_schema; src.run_registry,__future__; pathlib; pytest
src/error_contract.py,error_contract.py,.py,Python,application,src,2305,False,True,84,71,1,12,0,True,1,84,0,84,1,Andreas,2026-02-21T23:29:23+00:00,0.0,0,0,0,16.9,Low,2104.54,S (50-199),low-maintainability,src.error_contract,0,4,0,0,False,15,2,0,2,18,21,3,3,1.5,2,12,1000.9,7.23,7239.88,36.99,,,,,,__future__; typing
src/db_schema.py,db_schema.py,.py,Python,application,src,6623,False,True,199,155,8,36,0,True,4,242,43,285,1,Andreas,2026-02-22T17:25:22+00:00,0.0,0,0,0,32.24,Low,2086.26,S (50-199),low-maintainability; high-churn,src.db_schema,0,0,0,0,False,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,,"invalid non-printable character U+FEFF (<unknown>, line 1)",,
src/web_dashboard.py.bak,web_dashboard.py.bak,.bak,BAK,application,src,8591,False,True,262,212,0,50,0,True,1,262,0,262,1,Andreas,2026-02-21T14:06:28+00:00,0.0,0,0,0,13.13,Low,2036.01,M (200-499),high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,
src/reset_folders.py,reset_folders.py,.py,Python,application,src,2047,False,True,58,43,4,11,0,True,1,58,0,58,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,17.11,Low,1944.12,XS (<50),low-maintainability,src.reset_folders,0,2,0,0,False,4,4,0,4,21.5,36,5,9,2.5,5,10,1077.71,11.21,12078.48,41.79,,,,,,os; shutil; stat; time
ontology/ontology_part_04_attributes_value_sets_core.md,ontology_part_04_attributes_value_sets_core.md,.md,Markdown,documentation,ontology,34992,False,True,1121,0,0,80,1041,True,1,1121,0,1121,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,25.0,Low,1122.0,XS (<50),high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,
src/update_db_schema.py,update_db_schema.py,.py,Python,application,src,1897,False,True,56,41,1,14,0,True,1,56,0,56,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,12.78,Low,1082.54,XS (<50),low-maintainability,src.update_db_schema,0,4,0,0,False,0,3,0,3,10.75,34,2.5,5,0.25,1,10,1137.95,8.93,10160.24,42.07,,,,,,os; pathlib; sqlite3
src/database_manager.py,database_manager.py,.py,Python,application,src,1451,False,True,48,41,0,7,0,True,1,48,0,48,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,12.19,Low,1063.55,XS (<50),low-maintainability,src.database_manager,0,1,0,0,False,0,2,0,2,39,39,3,3,2,2,3,480.97,5.73,2754.66,45.64,,,,,,os; sqlite3
tools/handoff_snapshot.ps1,handoff_snapshot.ps1,.ps1,PowerShell,tooling,tools,4488,False,True,149,119,10,20,0,True,1,149,0,149,1,Andreas Keis,2026-02-15T14:09:04+00:00,0.0,0,0,0,7.42,Low,1037.83,S (50-199),high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,
src/wardrobe_stylist.py,wardrobe_stylist.py,.py,Python,application,src,1920,False,True,57,44,1,12,0,True,1,57,0,57,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,11.82,Low,961.1,XS (<50),low-maintainability,src.wardrobe_stylist,0,2,0,0,False,1,3,0,3,18,24,2,2,1,1,4,934.56,7.15,6684.7,42.81,,,,,,json; requests; sqlite3
tests/test_ingest_recover_orphan.py,test_ingest_recover_orphan.py,.py,Python,test,tests,1396,False,True,47,35,1,11,0,True,1,47,0,47,1,Andreas,2026-02-22T16:50:49+00:00,0.0,0,0,0,12.0,Low,875.19,XS (<50),low-maintainability,tests.test_ingest_recover_orphan,0,2,0,2,False,0,7,2,5,17,27,2.5,4,0,0,5,833.59,5.04,4197.71,45.19,,,,,src; src.db_schema,__future__; pathlib; sqlite3; subprocess; sys
ontology/ontology_part_08_rules_disambiguation.md,ontology_part_08_rules_disambiguation.md,.md,Markdown,documentation,ontology,27039,False,True,866,0,0,60,806,True,1,866,0,866,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,24.53,Low,867.0,XS (<50),high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontology/ontology_part_03_item_types.md,ontology_part_03_item_types.md,.md,Markdown,documentation,ontology,45231,False,True,809,0,0,72,737,True,1,809,0,809,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,22.91,Low,810.0,XS (<50),high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,
src/init_project.py,init_project.py,.py,Python,application,src,1644,False,True,49,40,4,5,0,True,1,49,0,49,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,10.59,Low,808.85,XS (<50),low-maintainability,src.init_project,0,2,0,0,False,0,3,0,3,19.5,27,2,2,1,1,4,520.32,3.98,2070.67,45.5,,,,,,json; models; os
tests/test_secret_scan.py,test_secret_scan.py,.py,Python,test,tests,1533,False,True,38,23,1,14,0,True,1,38,0,38,1,Andreas,2026-02-22T17:11:12+00:00,0.0,0,0,0,11.03,Low,769.72,XS (<50),low-maintainability,tests.test_secret_scan,0,4,0,4,False,0,3,1,2,6,6,3.25,4,0,0,13,609.37,13.91,8478.14,49.05,,,,,tools.secret_scan,__future__; pathlib
ontology/ontology_part_06_fits_cuts_collars_sizes.md,ontology_part_06_fits_cuts_collars_sizes.md,.md,Markdown,documentation,ontology,29768,False,True,768,0,0,70,698,True,1,768,0,768,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,21.75,Low,769.0,XS (<50),high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,
tools/handoff_make.ps1,handoff_make.ps1,.ps1,PowerShell,tooling,tools,3927,False,True,115,82,18,15,0,True,1,115,0,115,1,Andreas,2026-02-21T15:18:14+00:00,0.0,0,0,0,5.46,Low,741.51,S (50-199),high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,
